registros,natureza,municipio,cod_municipio,mes,ano,risp,rmbh
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,4,2021,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,4,2021,9,NÃO
9,Homicídio Tentado,UBERLANDIA,317020,4,2021,9,NÃO
112,Roubo Consumado,UBERLANDIA,317020,4,2021,9,NÃO
11,Roubo Tentado,UBERLANDIA,317020,4,2021,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,4,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,4,2021,9,NÃO
2,Estupro Consumado,UBERLANDIA,317020,5,2021,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,5,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,5,2021,9,NÃO
3,Estupro Tentado,UBERLANDIA,317020,5,2021,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,5,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,5,2021,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,5,2021,9,NÃO
6,Homicídio Tentado,UBERLANDIA,317020,5,2021,9,NÃO
92,Roubo Consumado,UBERLANDIA,317020,5,2021,9,NÃO
8,Roubo Tentado,UBERLANDIA,317020,5,2021,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,5,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,5,2021,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,6,2021,9,NÃO
8,Estupro de Vulnerável Consumado,UBERLANDIA,317020,6,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,6,2021,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,6,2021,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,6,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,6,2021,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,6,2021,9,NÃO
1,Homicídio Tentado,UBERLANDIA,317020,6,2021,9,NÃO
103,Roubo Consumado,UBERLANDIA,317020,6,2021,9,NÃO
10,Roubo Tentado,UBERLANDIA,317020,6,2021,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,6,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,6,2021,9,NÃO
5,Estupro Consumado,UBERLANDIA,317020,7,2021,9,NÃO
4,Estupro de Vulnerável Consumado,UBERLANDIA,317020,7,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,7,2021,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,7,2021,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,7,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,7,2021,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,7,2021,9,NÃO
7,Homicídio Tentado,UBERLANDIA,317020,7,2021,9,NÃO
90,Roubo Consumado,UBERLANDIA,317020,7,2021,9,NÃO
10,Roubo Tentado,UBERLANDIA,317020,7,2021,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,7,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,7,2021,9,NÃO
2,Estupro Consumado,UBERLANDIA,317020,8,2021,9,NÃO
7,Estupro de Vulnerável Consumado,UBERLANDIA,317020,8,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,8,2021,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,8,2021,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,8,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,8,2021,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,8,2021,9,NÃO
5,Homicídio Tentado,UBERLANDIA,317020,8,2021,9,NÃO
98,Roubo Consumado,UBERLANDIA,317020,8,2021,9,NÃO
7,Roubo Tentado,UBERLANDIA,317020,8,2021,9,NÃO
3,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,8,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,8,2021,9,NÃO
2,Estupro Consumado,UBERLANDIA,317020,9,2021,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,9,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,9,2021,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,9,2021,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,9,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,9,2021,9,NÃO
3,Extorsão Tentado,UBERLANDIA,317020,9,2021,9,NÃO
7,Homicídio Tentado,UBERLANDIA,317020,9,2021,9,NÃO
66,Roubo Consumado,UBERLANDIA,317020,9,2021,9,NÃO
2,Roubo Tentado,UBERLANDIA,317020,9,2021,9,NÃO
3,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,9,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,9,2021,9,NÃO
1,Estupro Consumado,UBERLANDIA,317020,10,2021,9,NÃO
9,Estupro de Vulnerável Consumado,UBERLANDIA,317020,10,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,10,2021,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,10,2021,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,10,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,10,2021,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,10,2021,9,NÃO
2,Homicídio Tentado,UBERLANDIA,317020,10,2021,9,NÃO
83,Roubo Consumado,UBERLANDIA,317020,10,2021,9,NÃO
3,Roubo Tentado,UBERLANDIA,317020,10,2021,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,10,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,10,2021,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,11,2021,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,11,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,11,2021,9,NÃO
2,Estupro Tentado,UBERLANDIA,317020,11,2021,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,11,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,11,2021,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,11,2021,9,NÃO
0,Homicídio Tentado,UBERLANDIA,317020,11,2021,9,NÃO
96,Roubo Consumado,UBERLANDIA,317020,11,2021,9,NÃO
3,Roubo Tentado,UBERLANDIA,317020,11,2021,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,11,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,11,2021,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,12,2021,9,NÃO
4,Estupro de Vulnerável Consumado,UBERLANDIA,317020,12,2021,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,12,2021,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,12,2021,9,NÃO
0,Extorsão Consumado,UBERLANDIA,317020,12,2021,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,12,2021,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,12,2021,9,NÃO
6,Homicídio Tentado,UBERLANDIA,317020,12,2021,9,NÃO
88,Roubo Consumado,UBERLANDIA,317020,12,2021,9,NÃO
14,Roubo Tentado,UBERLANDIA,317020,12,2021,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,12,2021,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,12,2021,9,NÃO
5,Homicídio Consumado (Registros),UBERLANDIA,317020,1,2021,9,NÃO
0,Homicídio Consumado (Registros),UBERLANDIA,317020,2,2021,9,NÃO
3,Homicídio Consumado (Registros),UBERLANDIA,317020,3,2021,9,NÃO
1,Homicídio Consumado (Registros),UBERLANDIA,317020,4,2021,9,NÃO
5,Homicídio Consumado (Registros),UBERLANDIA,317020,5,2021,9,NÃO
1,Homicídio Consumado (Registros),UBERLANDIA,317020,6,2021,9,NÃO
0,Homicídio Consumado (Registros),UBERLANDIA,317020,7,2021,9,NÃO
3,Homicídio Consumado (Registros),UBERLANDIA,317020,8,2021,9,NÃO
4,Homicídio Consumado (Registros),UBERLANDIA,317020,9,2021,9,NÃO
3,Homicídio Consumado (Registros),UBERLANDIA,317020,10,2021,9,NÃO
0,Homicídio Consumado (Registros),UBERLANDIA,317020,11,2021,9,NÃO
1,Homicídio Consumado (Registros),UBERLANDIA,317020,12,2021,9,NÃO
1,Estupro Consumado,UBERLANDIA,317020,1,2022,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,1,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,1,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,1,2022,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,1,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,1,2022,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,1,2022,9,NÃO
0,Homicídio Tentado,UBERLANDIA,317020,1,2022,9,NÃO
92,Roubo Consumado,UBERLANDIA,317020,1,2022,9,NÃO
8,Roubo Tentado,UBERLANDIA,317020,1,2022,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,1,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,1,2022,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,2,2022,9,NÃO
4,Estupro de Vulnerável Consumado,UBERLANDIA,317020,2,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,2,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,2,2022,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,2,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,2,2022,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,2,2022,9,NÃO
3,Homicídio Tentado,UBERLANDIA,317020,2,2022,9,NÃO
117,Roubo Consumado,UBERLANDIA,317020,2,2022,9,NÃO
4,Roubo Tentado,UBERLANDIA,317020,2,2022,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,2,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,2,2022,9,NÃO
0,Estupro Consumado,UBERLANDIA,317020,3,2022,9,NÃO
7,Estupro de Vulnerável Consumado,UBERLANDIA,317020,3,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,3,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,3,2022,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,3,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,3,2022,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,3,2022,9,NÃO
8,Homicídio Tentado,UBERLANDIA,317020,3,2022,9,NÃO
132,Roubo Consumado,UBERLANDIA,317020,3,2022,9,NÃO
7,Roubo Tentado,UBERLANDIA,317020,3,2022,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,3,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,3,2022,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,4,2022,9,NÃO
6,Estupro de Vulnerável Consumado,UBERLANDIA,317020,4,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,4,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,4,2022,9,NÃO
0,Extorsão Consumado,UBERLANDIA,317020,4,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,4,2022,9,NÃO
2,Extorsão Tentado,UBERLANDIA,317020,4,2022,9,NÃO
5,Homicídio Tentado,UBERLANDIA,317020,4,2022,9,NÃO
153,Roubo Consumado,UBERLANDIA,317020,4,2022,9,NÃO
13,Roubo Tentado,UBERLANDIA,317020,4,2022,9,NÃO
5,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,4,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,4,2022,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,5,2022,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,5,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,5,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,5,2022,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,5,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,5,2022,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,5,2022,9,NÃO
3,Homicídio Tentado,UBERLANDIA,317020,5,2022,9,NÃO
109,Roubo Consumado,UBERLANDIA,317020,5,2022,9,NÃO
11,Roubo Tentado,UBERLANDIA,317020,5,2022,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,5,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,5,2022,9,NÃO
1,Estupro Consumado,UBERLANDIA,317020,6,2022,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,6,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,6,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,6,2022,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,6,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,6,2022,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,6,2022,9,NÃO
3,Homicídio Tentado,UBERLANDIA,317020,6,2022,9,NÃO
118,Roubo Consumado,UBERLANDIA,317020,6,2022,9,NÃO
8,Roubo Tentado,UBERLANDIA,317020,6,2022,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,6,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,6,2022,9,NÃO
2,Estupro Consumado,UBERLANDIA,317020,7,2022,9,NÃO
10,Estupro de Vulnerável Consumado,UBERLANDIA,317020,7,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,7,2022,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,7,2022,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,7,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,7,2022,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,7,2022,9,NÃO
6,Homicídio Tentado,UBERLANDIA,317020,7,2022,9,NÃO
88,Roubo Consumado,UBERLANDIA,317020,7,2022,9,NÃO
8,Roubo Tentado,UBERLANDIA,317020,7,2022,9,NÃO
2,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,7,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,7,2022,9,NÃO
2,Estupro Consumado,UBERLANDIA,317020,8,2022,9,NÃO
6,Estupro de Vulnerável Consumado,UBERLANDIA,317020,8,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,8,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,8,2022,9,NÃO
3,Extorsão Consumado,UBERLANDIA,317020,8,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,8,2022,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,8,2022,9,NÃO
3,Homicídio Tentado,UBERLANDIA,317020,8,2022,9,NÃO
118,Roubo Consumado,UBERLANDIA,317020,8,2022,9,NÃO
8,Roubo Tentado,UBERLANDIA,317020,8,2022,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,8,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,8,2022,9,NÃO
4,Estupro Consumado,UBERLANDIA,317020,9,2022,9,NÃO
7,Estupro de Vulnerável Consumado,UBERLANDIA,317020,9,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,9,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,9,2022,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,9,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,9,2022,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,9,2022,9,NÃO
5,Homicídio Tentado,UBERLANDIA,317020,9,2022,9,NÃO
107,Roubo Consumado,UBERLANDIA,317020,9,2022,9,NÃO
3,Roubo Tentado,UBERLANDIA,317020,9,2022,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,9,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,9,2022,9,NÃO
2,Estupro Consumado,UBERLANDIA,317020,10,2022,9,NÃO
7,Estupro de Vulnerável Consumado,UBERLANDIA,317020,10,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,10,2022,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,10,2022,9,NÃO
3,Extorsão Consumado,UBERLANDIA,317020,10,2022,9,NÃO
1,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,10,2022,9,NÃO
2,Extorsão Tentado,UBERLANDIA,317020,10,2022,9,NÃO
4,Homicídio Tentado,UBERLANDIA,317020,10,2022,9,NÃO
89,Roubo Consumado,UBERLANDIA,317020,10,2022,9,NÃO
5,Roubo Tentado,UBERLANDIA,317020,10,2022,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,10,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,10,2022,9,NÃO
1,Estupro Consumado,UBERLANDIA,317020,11,2022,9,NÃO
3,Estupro de Vulnerável Consumado,UBERLANDIA,317020,11,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,11,2022,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,11,2022,9,NÃO
0,Extorsão Consumado,UBERLANDIA,317020,11,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,11,2022,9,NÃO
3,Extorsão Tentado,UBERLANDIA,317020,11,2022,9,NÃO
4,Homicídio Tentado,UBERLANDIA,317020,11,2022,9,NÃO
106,Roubo Consumado,UBERLANDIA,317020,11,2022,9,NÃO
2,Roubo Tentado,UBERLANDIA,317020,11,2022,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,11,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,11,2022,9,NÃO
0,Estupro Consumado,UBERLANDIA,317020,12,2022,9,NÃO
15,Estupro de Vulnerável Consumado,UBERLANDIA,317020,12,2022,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,12,2022,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,12,2022,9,NÃO
5,Extorsão Consumado,UBERLANDIA,317020,12,2022,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,12,2022,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,12,2022,9,NÃO
5,Homicídio Tentado,UBERLANDIA,317020,12,2022,9,NÃO
82,Roubo Consumado,UBERLANDIA,317020,12,2022,9,NÃO
3,Roubo Tentado,UBERLANDIA,317020,12,2022,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,12,2022,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,12,2022,9,NÃO
1,Homicídio Consumado (Registros),UBERLANDIA,317020,1,2022,9,NÃO
2,Homicídio Consumado (Registros),UBERLANDIA,317020,2,2022,9,NÃO
2,Homicídio Consumado (Registros),UBERLANDIA,317020,3,2022,9,NÃO
6,Homicídio Consumado (Registros),UBERLANDIA,317020,4,2022,9,NÃO
3,Homicídio Consumado (Registros),UBERLANDIA,317020,5,2022,9,NÃO
4,Homicídio Consumado (Registros),UBERLANDIA,317020,6,2022,9,NÃO
3,Homicídio Consumado (Registros),UBERLANDIA,317020,7,2022,9,NÃO
0,Homicídio Consumado (Registros),UBERLANDIA,317020,8,2022,9,NÃO
1,Homicídio Consumado (Registros),UBERLANDIA,317020,9,2022,9,NÃO
5,Homicídio Consumado (Registros),UBERLANDIA,317020,10,2022,9,NÃO
7,Homicídio Consumado (Registros),UBERLANDIA,317020,11,2022,9,NÃO
1,Homicídio Consumado (Registros),UBERLANDIA,317020,12,2022,9,NÃO
1,Estupro Consumado,UBERLANDIA,317020,1,2023,9,NÃO
9,Estupro de Vulnerável Consumado,UBERLANDIA,317020,1,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,1,2023,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,1,2023,9,NÃO
3,Extorsão Consumado,UBERLANDIA,317020,1,2023,9,NÃO
1,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,1,2023,9,NÃO
2,Extorsão Tentado,UBERLANDIA,317020,1,2023,9,NÃO
8,Homicídio Tentado,UBERLANDIA,317020,1,2023,9,NÃO
62,Roubo Consumado,UBERLANDIA,317020,1,2023,9,NÃO
7,Roubo Tentado,UBERLANDIA,317020,1,2023,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,1,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,1,2023,9,NÃO
0,Estupro Consumado,UBERLANDIA,317020,2,2023,9,NÃO
3,Estupro de Vulnerável Consumado,UBERLANDIA,317020,2,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,2,2023,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,2,2023,9,NÃO
3,Extorsão Consumado,UBERLANDIA,317020,2,2023,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,2,2023,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,2,2023,9,NÃO
5,Homicídio Tentado,UBERLANDIA,317020,2,2023,9,NÃO
78,Roubo Consumado,UBERLANDIA,317020,2,2023,9,NÃO
5,Roubo Tentado,UBERLANDIA,317020,2,2023,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,2,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,2,2023,9,NÃO
1,Estupro Consumado,UBERLANDIA,317020,3,2023,9,NÃO
9,Estupro de Vulnerável Consumado,UBERLANDIA,317020,3,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,3,2023,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,3,2023,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,3,2023,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,3,2023,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,3,2023,9,NÃO
2,Homicídio Tentado,UBERLANDIA,317020,3,2023,9,NÃO
78,Roubo Consumado,UBERLANDIA,317020,3,2023,9,NÃO
3,Roubo Tentado,UBERLANDIA,317020,3,2023,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,3,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,3,2023,9,NÃO
4,Estupro Consumado,UBERLANDIA,317020,4,2023,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,4,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,4,2023,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,4,2023,9,NÃO
2,Extorsão Consumado,UBERLANDIA,317020,4,2023,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,4,2023,9,NÃO
1,Extorsão Tentado,UBERLANDIA,317020,4,2023,9,NÃO
4,Homicídio Tentado,UBERLANDIA,317020,4,2023,9,NÃO
68,Roubo Consumado,UBERLANDIA,317020,4,2023,9,NÃO
6,Roubo Tentado,UBERLANDIA,317020,4,2023,9,NÃO
1,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,4,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,4,2023,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,5,2023,9,NÃO
3,Estupro de Vulnerável Consumado,UBERLANDIA,317020,5,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,5,2023,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,5,2023,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,5,2023,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,5,2023,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,5,2023,9,NÃO
4,Homicídio Tentado,UBERLANDIA,317020,5,2023,9,NÃO
82,Roubo Consumado,UBERLANDIA,317020,5,2023,9,NÃO
9,Roubo Tentado,UBERLANDIA,317020,5,2023,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,5,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,5,2023,9,NÃO
3,Estupro Consumado,UBERLANDIA,317020,6,2023,9,NÃO
5,Estupro de Vulnerável Consumado,UBERLANDIA,317020,6,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,6,2023,9,NÃO
1,Estupro Tentado,UBERLANDIA,317020,6,2023,9,NÃO
0,Extorsão Consumado,UBERLANDIA,317020,6,2023,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,6,2023,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,6,2023,9,NÃO
2,Homicídio Tentado,UBERLANDIA,317020,6,2023,9,NÃO
70,Roubo Consumado,UBERLANDIA,317020,6,2023,9,NÃO
5,Roubo Tentado,UBERLANDIA,317020,6,2023,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,6,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,6,2023,9,NÃO
4,Estupro Consumado,UBERLANDIA,317020,7,2023,9,NÃO
4,Estupro de Vulnerável Consumado,UBERLANDIA,317020,7,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,7,2023,9,NÃO
0,Estupro Tentado,UBERLANDIA,317020,7,2023,9,NÃO
1,Extorsão Consumado,UBERLANDIA,317020,7,2023,9,NÃO
0,Extorsão Mediante Sequestro Consumado,UBERLANDIA,317020,7,2023,9,NÃO
0,Extorsão Tentado,UBERLANDIA,317020,7,2023,9,NÃO
8,Homicídio Tentado,UBERLANDIA,317020,7,2023,9,NÃO
92,Roubo Consumado,UBERLANDIA,317020,7,2023,9,NÃO
7,Roubo Tentado,UBERLANDIA,317020,7,2023,9,NÃO
0,Sequestro e Cárcere Privado Consumado,UBERLANDIA,317020,7,2023,9,NÃO
0,Sequestro e Cárcere Privado Tentado,UBERLANDIA,317020,7,2023,9,NÃO
0,Estupro Consumado,UBERLANDIA,317020,8,2023,9,NÃO
9,Estupro de Vulnerável Consumado,UBERLANDIA,317020,8,2023,9,NÃO
0,Estupro de Vulnerável Tentado,UBERLANDIA,317020,8,2023,9,NÃO
